State,First_vaccine_date,Full,Before,first_week,first_second_week,before_last_game,second_seven_week,second_second_week,After,RMSE
NGA,2021-03-11,-61.64852176199297,-30.65434787752595,-65.17347396023062,-68.51377147090322,-68.28498316974934,-68.29019083096715,-64.92503001428668,-60.49001768856853,304.06055779413816
NIC,2021-03-08,1.022135854699947,1.6476397444453241,-0.8595965157744877,-0.453186536715131,2.8240062441367444,7.4528016991531,-2.3527251328660017,-4.188792684933632,2.279546365618538
NLD,2021-01-16,-27.723666138233277,-69.98055781058372,-25.149261251504722,17.58001425171907,41.39279036341985,70.15390503272573,101.11063101384279,100.93997499796765,3657.0226222312617
NOR,2020-12-09,-26.03120215430115,25.880896314651476,1.8277398279025963,-14.985930673012149,-25.437138911237213,-28.60614829089726,-53.98380055101191,-65.99145318566704,262.0969354480313
NPL,2021-02-02,4.925138990573335,8.006038327587742,-6.6419702679908585,-1.8608796153880791,-3.694532615324481,5.698875909053212,20.29385849590997,27.823766927313876,212.57225514480137
NZL,2021-02-21,-140.5590115134028,-82.78810410432527,-341.7728326782173,-373.3783529077971,-259.8612606576131,-193.46175333353105,-125.5408797512207,-129.87962011285288,29.184294067948795
OMN,2021-01-04,23.85398143087419,31.45134939156793,75.08354429446084,93.7024686269794,34.40183813972054,-65.49000159356915,-209.3661924497058,-389.82197200214694,287.713948851889
PAK,2021-02-09,-59.606462603779484,-35.131935562113995,-64.77787865004598,-69.84001761394035,-69.16817545681944,-66.68611185297871,-64.422212460888,-66.02435943420143,2267.672903932204
PAN,2021-01-27,41.12749543690853,9.70737350164754,30.286310022478713,51.50152794754281,56.27892054853564,78.76707935459547,113.80562607394234,138.095461861214,444.49148141759946
PER,2021-02-15,-8.491432038697964,0.6862660945895733,6.33473238889122,-29.67240837212895,-40.30824418337029,-8.842291858831683,-13.148880904436608,-33.06044399355292,286.3827157161943
PHL,2021-03-07,-56.46728902047189,-5.115866454844755,-50.41766373960556,-77.89438160532578,-76.38368482395187,-72.95563636433594,-72.95260098582007,-75.28470643746799,6846.668066495006
PNG,2021-04-06,-74.41778123958129,-75.09957632112612,-113.45330012328027,-137.3432434399998,76.78559824126897,-27.14531205106489,-54.61056243719534,-75.68516073951501,14.076485559731577
POL,2021-01-04,137.75863195401888,106.30853380704485,49.557708535840675,80.91877448987671,114.69604375082048,157.87368921822826,231.1113407907691,247.03249166674067,253.0149677657661
PRT,2021-01-03,-6.057327272390213,-20.40611544702619,-23.356335397618736,-1.0568885306489644,14.331657803613743,19.865762481106792,22.66488971222133,19.072936943073028,658.9408414810011
PRY,2021-03-01,42.37097131150506,2.161020043026193,57.33158259133456,126.20638618636899,108.88462174371274,152.2243913712471,358.8474422706305,582.4998355462039,319.3861195853798
PSE,2021-04-06,-1.403855506698635,169.5937692764649,207.01064807227118,179.0191834910025,64.75314353331332,-13.786548260583153,-53.567958935902915,-65.14940205102332,361.154181097768
PYF,2021-02-09,-99.0777298373057,-83.09699376290777,-97.4514592685851,-99.09773808235997,-99.49898460768209,-99.6265053870419,-99.42815233864984,-97.03692582145352,574.7227788581953
QAT,2020-12-29,-70.66287420865963,-57.45851238616937,-75.64853660861898,-71.68944788000456,-76.23915147810584,-77.7198599280169,-77.20298718827337,-73.71214132959531,131.36461618252383
ROU,2021-01-03,-92.04566809610148,-56.79768197062217,-85.0804755402562,-91.12927674302233,-94.90264465639495,-96.77939932851768,-97.80535176459803,-98.40700535293364,330.6962944813792
